"","id","type","hcldividi","hclturkre","hcleducat","hclpoliti","hclfiscal","hclsocial","hclgod","hclincome","hclage","hclgender","O","C","E","A","N","hcltrust","hclthough","hcltstpep","riskecon_1","ambigecon_1","mazeecon","trolley1","trolley2","k","prosociality","intellectualism","selfdetermination","selfcontrol"
"221","ASLHGKHKRWKGE",1,4,3,5,6,1,1,1,4,63,1,0.337393742494443,0.715206993817653,0.233147163366815,-0.360843373982571,1.24004192109455,5,2,4,1,1,1,0.574250718773991,0.294975098326247,0.00175,3.75813593210315,-3.47536906791013,0.895767860621891,-0.581347815368503
"222","A2IZNMRW4C4XM6",1,2,7,4,6,1,1,7,4,27,1,1.37737039870038,0.715206993817653,-1.18912850881068,0.744409882346917,-1.15952996950216,5,2,4,1,1,2,-0.502336194806999,1.21959117661777,0.0285,-3.62872125325538,1.88067942498889,2.16550220979271,-0.981470003870259
"223","A35GF5387FHJLJ",1,4,2,5,6,2,1,7,4,26,1,-0.182594585608526,-1.50906846521628,0.707239054092645,0.191783254182173,0.280213164855865,3,5,5,2,2,1,1.63270955260512,-0.629640979965272,0.011,-1.56039060819281,1.18293946252704,-1.16954880295809,0.0105732226184403
"224","A1E063VNV4XJ5V",1,3,1,2,3,4,1,7,3,25,1,0.337393742494443,1.27127585857614,-0.240944727359016,-0.913470002147316,-1.15952996950216,5,4,5,2,2,1,0.185606136592632,-1.34797715317156,0.0285,-1.31221947487598,2.67711744032389,1.55341761856717,0.934636618092752
"225","A28N4YR1LYTKOC",0,3,3,5,5,4,2,2,3,27,1,-1.22257124181447,-0.396930735699312,-1.66322039953651,0.191783254182173,1.71995629921389,5,4,3,1,1,1,0.644543136141094,-0.0641929882768975,0.011,5.35595896930932,-0.13160842877505,2.12214026869477,0.180058762001725
"226","ATXVKBFVTZZQW",1,2,1,5,4,1,1,1,6,30,0,0.337393742494443,-0.952999600457794,-0.240944727359016,0.191783254182173,-0.199701213263476,5,2,3,1,5,1,-4.50938609991269,-0.217081169794812,0.00175,0.839758606488754,-4.42361405294871,-1.94810100954203,-0.0419770963553963
"227","AK2742SDXZYWZ",1,4,5,6,3,5,3,2,10,47,0,0.337393742494443,1.27127585857614,-0.715036618084846,-0.360843373982571,-0.679615591382816,5,3,3,0,0,1,0.556122639024133,0.294975098326247,0.0285,0.879514669338615,-0.670133754590532,-1.73416253001578,-1.76604397546108
"229","A1E1XXSCJHEA3T",1,3,5,2,4,4,2,6,6,21,1,1.37737039870038,-0.396930735699312,-0.715036618084846,-0.360843373982571,1.71995629921389,4,4,4,2,1,1,1.10348013568956,0.294975098326247,0.011,3.57018048543064,0.617372471464044,1.96575598156964,0.735558390915388
"230","A7U1JZ661N7M0",1,1,6,4,5,5,2,7,4,50,1,-0.702582913711496,-1.50906846521628,1.65542283554431,0.744409882346917,-0.679615591382816,6,2,5,2,1,1,1.63270955260512,-1.55425705825679,0.00425,-5.62090568125439,1.33891355530237,-0.570200449178244,-0.196671954855028
"231","A2FDT6IL8I108B",1,3,6,5,6,2,2,7,6,62,1,-0.182594585608526,1.27127585857614,-1.18912850881068,1.84966313867641,0.280213164855865,5,2,4,1,1,1,1.63270955260512,0.294975098326247,0.011,-4.91953972064224,2.53859983970888,2.4718252064864,-1.48831101053886
"232","A14MVQJDQPJM5K",0,3,2,6,5,3,2,6,6,25,1,-0.182594585608526,-0.952999600457794,0.233147163366815,0.744409882346917,0.760127542975206,4,3,4,8,4,1,0.0268932221085667,1.21959117661777,0.00175,1.61200580517268,2.08822979444253,2.41393785130969,0.789727576451599
"233","A1GVT8EEWAV7V0",0,3,4,4,6,3,3,5,5,20,1,-1.22257124181447,0.159138129059171,0.233147163366815,0.744409882346917,-0.199701213263476,4,4,3,1,0,1,1.17377255305666,0.860423090014623,0.0705,5.18344326186621,1.7422970249505,-0.90394196861013,1.53323825768574
"234","A1VBZO7MOL0K6J",0,2,1,2,2,5,5,7,4,68,1,-0.182594585608526,1.27127585857614,0.233147163366815,0.744409882346917,-1.6394443476215,6,2,4,1,1,1,1.63270955260512,0.294975098326247,7e-04,-0.136391742740416,-0.252175278394152,-0.079406696218884,-1.33425169775483
"236","A2G1ZOG8JRU2SE",1,3,2,5,6,2,1,2,8,64,0,0.337393742494443,-0.952999600457794,0.233147163366815,0.191783254182173,-0.679615591382816,5,2,2,5,1,1,-1.59705118813785,-0.629640979965272,0.00425,-1.00068198994885,0.423932409875693,-0.798102187764949,0.19624864948322
"237","A2LEY4X3LD8G26",1,1,6,5,3,4,4,1,9,28,0,1.37737039870038,1.27127585857614,-0.240944727359016,0.191783254182173,-1.6394443476215,2,1,5,1,1,1,-0.432043777439896,-0.0641929882768975,0.011,-1.64803390446514,-2.72059361619288,-0.00208138674288863,-1.17967206287662
"240","A1IWCAELIKUG2S",1,4,1,4,5,2,2,1,4,23,1,-0.182594585608526,-0.952999600457794,-1.66322039953651,0.744409882346917,0.280213164855865,5,5,4,3,1,1,-0.979401274105321,-0.0641929882768975,0.00175,5.953094870396,-0.832615052333989,1.85370587915051,-0.40561747497557
"241","A1MZ3FT1VDHWXS",1,5,6,5,4,3,3,7,10,46,0,1.37737039870038,-1.50906846521628,-0.715036618084846,1.84966313867641,-0.199701213263476,6,1,4,3,2,1,1.63270955260512,1.21959117661777,0.011,-1.75205851607332,1.35196084299631,0.620241572325754,-0.590090332957198
"242","A35STI4M49LR60",2,3,6,2,4,4,3,1,3,32,0,0.337393742494443,-0.396930735699312,0.707239054092645,0.744409882346917,-1.6394443476215,3,2,3,3,2,2,-0.99752935385518,-0.0641929882768975,0.00028,-3.3384943313632,0.0358163189040003,0.222469259973632,-0.243462091769962
"243","ABCOMNTZ8FUHQ",1,3,6,5,6,2,1,3,4,42,1,1.37737039870038,0.159138129059171,-0.240944727359016,-0.360843373982571,0.760127542975206,6,2,3,1,1,1,0.0268932221085667,0.294975098326247,0.0285,-2.19372143606864,0.403013139560838,2.35396701011743,-1.01496802805722
"244","A3JZE4IVG5549Z",0,3,6,6,2,5,6,5,2,52,0,1.37737039870038,-0.396930735699312,0.233147163366815,0.191783254182173,1.71995629921389,6,2,4,2,0,1,1.10348013568956,0.294975098326247,0.011,0.469110083517026,0.264543096545009,-0.72353072218315,0.685709107865587
"246","A3ILHE9QEMS56D",0,1,6,5,5,4,2,7,6,31,1,1.37737039870038,1.27127585857614,2.12951472627014,1.84966313867641,-1.6394443476215,6,1,3,2,1,1,1.17377255305666,-0.988809066568417,0.0285,-6.47354319365893,-0.894118562504033,0.454648820972359,-0.742455642211883
"247","A1DVQLUNK8NI11",1,3,6,5,5,4,4,6,8,25,0,0.337393742494443,0.715206993817653,-0.715036618084846,0.191783254182173,-1.15952996950216,4,1,5,5,2,1,1.10348013568956,-0.629640979965272,0.0705,-5.87713703216211,-0.73542733140539,-0.381292744066359,0.714666047919355
"249","A2UO3QJZNC2VOE",0,1,4,4,2,1,4,6,5,29,0,-0.182594585608526,1.27127585857614,-0.240944727359016,0.744409882346917,-0.679615591382816,5,2,4,2,0,1,1.63270955260512,-1.55425705825679,0.2125,-0.783640749058752,1.19784010375965,1.19822672351919,1.04947375099087
"250","A10LK6RF4S8ELW",1,3,2,4,4,5,2,6,2,25,1,1.37737039870038,0.159138129059171,-1.66322039953651,-1.46609663031206,2.19987067733323,4,5,4,5,5,2,0.556122639024133,0.294975098326247,0.00175,4.38966395597289,1.27118892472383,3.76783523349484,0.515444064326936
"252","AP3MYITOHU9MC",1,3,5,5,4,3,3,7,4,31,1,-0.182594585608526,-0.952999600457794,-0.240944727359016,1.29703651051166,-0.199701213263476,5,3,4,3,2,1,-0.361751360072793,-0.423361074880042,0.00175,-1.17751856319477,1.86789370748526,2.95803869654672,3.10660511665092
"253","A6ZHOGZXNXH0H",0,3,1,2,1,3,6,7,6,49,0,1.37737039870038,0.159138129059171,-1.66322039953651,-2.0187232584768,2.19987067733323,1,3,5,5,5,1,0.574250718773991,1.21959117661777,0.0285,-0.739932204668479,1.81015383910844,-1.22166982985429,-1.55980287674052
"254","ANPCCJZJC80SH",1,2,6,6,2,5,5,7,9,35,1,-1.22257124181447,-0.952999600457794,-1.18912850881068,0.744409882346917,0.280213164855865,5,3,4,1,1,1,0.626415056391236,-0.0641929882768975,0.011,5.17459555731175,3.11435795163934,-2.3176556590563,-0.223231738912765
"255","A1R8A1ZKR80MRA",0,1,2,5,4,4,3,7,4,46,1,1.37737039870038,0.715206993817653,0.707239054092645,0.744409882346917,0.280213164855865,5,2,3,3,3,1,1.63270955260512,-0.629640979965272,0.00028,-1.15174665857633,2.34742619471866,-2.0360685675285,1.43022122114317
"256","A2PLWSWZXFSZLP",1,3,5,5,5,2,2,7,5,34,1,1.37737039870038,1.27127585857614,-0.240944727359016,0.191783254182173,0.760127542975206,6,1,5,1,1,1,1.63270955260512,1.21959117661777,0.011,-2.49960591667654,1.30824228064005,0.464060806060142,-0.102550880065862
"257","A2CB5XJVTUIFI9",1,2,5,5,2,6,4,7,9,33,1,-0.182594585608526,0.715206993817653,-0.240944727359016,1.84966313867641,-0.679615591382816,6,1,5,1,1,1,1.63270955260512,1.21959117661777,0.0705,-0.434560183901537,0.42315013271004,-0.105479639435466,3.61571675933021
"258","A1ZO7N82IJ9Z9Z",1,3,4,4,1,6,6,7,6,28,1,-0.702582913711496,-0.952999600457794,-1.66322039953651,-0.360843373982571,0.760127542975206,6,4,4,5,5,2,-0.484208115057141,-0.629640979965272,0.00425,-3.59017159943112,3.73392826556111,2.81541884699559,0.399910953944675
"259","AY7WOX4UCIBU2",1,3,3,5,3,3,3,5,5,24,0,0.337393742494443,-2.06513732997476,0.233147163366815,0.744409882346917,0.280213164855865,4,4,4,1,2,1,-0.979401274105321,-0.988809066568417,0.006375,0.491562454157471,2.36115347041728,-0.712826473017127,0.995869045886745
"261","A3BVG2JJ1YBKLY",1,1,5,6,2,4,3,7,10,51,1,-0.702582913711496,1.27127585857614,-0.715036618084846,1.84966313867641,-1.6394443476215,7,1,5,1,2,1,1.63270955260512,1.21959117661777,0.0285,-5.9339918600864,0.30882797341276,-0.196208564740648,-1.73164492494556
"262","A4Z41MHQXRKR4",2,3,1,5,4,5,1,1,7,26,0,0.857382070597413,0.159138129059171,0.233147163366815,0.191783254182173,1.71995629921389,4,2,4,1,1,1,-1.52675877077075,-0.988809066568417,0.00425,2.35758879594509,-3.65799196254493,0.341928112612373,1.96147967738424
"263","A35RZ2HKE9VWJ5",1,3,6,6,4,4,2,2,6,30,0,-0.702582913711496,-0.396930735699312,-1.18912850881068,-0.913470002147316,0.280213164855865,3,3,3,5,1,1,-0.450171857189755,0.860423090014623,0.00175,6.67290442400345,-1.84444774437066,-3.34238729671513,-3.65359241833463
"265","A144CG4DJ1O4P3",1,1,3,6,4,2,3,1,9,25,0,-1.22257124181447,-0.952999600457794,0.233147163366815,-2.0187232584768,-0.199701213263476,6,3,5,4,2,2,-0.29145894270569,-1.70714523977471,0.00028,3.0886006029145,2.32459357806498,-1.05081908275286,2.49590551659671
"266","A301OC6DURSQ5W",1,1,3,5,1,6,6,7,6,31,0,-2.78253622612338,0.715206993817653,0.707239054092645,0.191783254182173,-0.679615591382816,7,1,2,2,1,1,-0.520464274556858,1.21959117661777,0.00175,2.12867395212947,5.08482257716032,0.0946852127817457,-0.470231333189
"267","A2SD0FOTS35JYN",0,5,3,4,4,4,4,6,2,21,0,-2.78253622612338,-1.50906846521628,-0.715036618084846,-0.360843373982571,0.280213164855865,5,4,4,1,1,1,-0.909108856738218,0.501255003411478,0.0285,7.33185337006941,4.4590123393625,1.64154827626757,2.01586924164531
"269","A1L6PGLE7CIS12",1,3,7,5,4,3,3,7,8,36,1,-0.702582913711496,0.159138129059171,-1.18912850881068,-0.360843373982571,-0.199701213263476,6,3,5,1,1,1,0.556122639024133,0.294975098326247,7e-04,1.29619081343607,2.7671354496572,0.910498730797511,1.76278609309234
"270","A3GXL3FJ42JPS8",0,3,4,4,5,4,4,7,3,20,1,-0.702582913711496,0.159138129059171,0.233147163366815,1.29703651051166,0.280213164855865,7,3,4,5,4,1,1.63270955260512,-2.47887313654831,0.175,-2.38981678019521,1.82918191986228,0.221589032442039,0.528847806869864
"271","AI0RUWW6EI7PX",2,3,6,5,4,3,3,1,1,25,0,-1.22257124181447,-0.952999600457794,-0.715036618084846,-0.913470002147316,0.280213164855865,3,3,3,2,5,2,-2.42650469011781,-1.70714523977471,0.011,4.89829533219378,0.94308816412915,-1.97954383840536,1.45208514443417
"272","A2WZTMXWD20NYE",0,3,3,5,5,3,2,1,8,34,0,1.37737039870038,-1.50906846521628,0.707239054092645,-0.360843373982571,-0.199701213263476,5,2,3,2,2,1,0.0971856394756699,-0.0641929882768975,0.00175,0.598775882764734,-3.57272189376273,-0.0601859486604035,-0.809244147495137
"273","A25AJ66CYVUTBR",0,2,6,5,4,3,3,6,4,39,1,0.337393742494443,1.27127585857614,-0.240944727359016,-0.913470002147316,0.760127542975206,3,5,5,0,0,1,-1.43833827365378,-1.34797715317156,0.2125,0.0549297464582878,3.05629366024809,0.68538145083791,-0.101907707914294
"275","A3HP03BD6XEOZT",0,3,4,5,5,1,2,1,1,22,1,-1.22257124181447,-0.952999600457794,1.18133094481848,-0.360843373982571,1.71995629921389,3,4,3,1,1,1,1.63270955260512,-0.629640979965272,0.0705,4.18996195777687,-3.64332607690272,-3.77397605499986,1.00270570142427
"277","ATNJ48MMX488R",1,3,2,6,2,5,5,7,5,63,1,-0.182594585608526,0.715206993817653,0.707239054092645,0.191783254182173,-0.199701213263476,6,2,5,2,2,1,1.63270955260512,0.294975098326247,0.0285,-1.07415268499237,2.53781861442648,-0.977953389366396,-0.482287163697294
"278","A3MZUMSFO3WCJT",1,2,6,5,4,3,3,5,5,44,1,-0.702582913711496,-0.396930735699312,0.233147163366815,0.744409882346917,0.760127542975206,4,2,3,1,1,1,1.63270955260512,-0.629640979965272,0.175,2.71711572246865,-0.197127185929884,1.31713950128468,0.699982658430503
"280","A4W6ARQ3NS1PJ",1,3,6,6,4,4,3,1,6,42,1,-0.182594585608526,-0.396930735699312,-0.240944727359016,-1.46609663031206,0.760127542975206,4,2,3,1,1,1,0.0971856394756699,0.860423090014623,0.2125,-0.0357549172811426,0.288991184448036,0.590430243784825,1.34925325616906
"283","A15TOG8UX2L0DD",1,4,6,5,1,6,6,7,1,40,1,0.857382070597413,0.159138129059171,-1.18912850881068,-0.360843373982571,-0.199701213263476,4,2,4,2,1,2,0.556122639024133,1.21959117661777,0.011,1.12510279644684,2.20934943419489,-0.677372471065382,-1.55926302701454
"284","AZO85RHIEITLK",0,3,5,5,6,2,1,1,5,26,1,0.857382070597413,1.27127585857614,0.233147163366815,0.191783254182173,0.280213164855865,6,1,4,1,1,2,0.556122639024133,0.294975098326247,0.011,-2.33216909132949,-2.93902159461979,0.686852404706488,-2.70472835637864
"285","A22P28CN0BTM1N",1,3,4,4,5,2,2,4,1,24,1,0.857382070597413,0.159138129059171,0.233147163366815,-0.913470002147316,0.280213164855865,3,1,4,5,10,1,1.63270955260512,1.21959117661777,0.011,1.80455251001115,-0.669595318813622,0.645115158005031,1.01643884199971
"286","A9J48W1C9IZAI",1,3,6,5,6,1,1,1,10,48,1,0.857382070597413,0.159138129059171,1.18133094481848,0.191783254182173,-0.679615591382816,6,1,4,3,2,1,-4.50938609991269,-1.14169724808633,0.0285,-0.120668927566151,-1.71918731516609,-0.966221492977433,0.0868480445507837
"287","A3862RIFFUV141",2,3,5,4,4,3,1,1,4,43,0,1.37737039870038,1.27127585857614,1.65542283554431,-0.913470002147316,-1.6394443476215,2,1,3,3,3,1,1.63270955260512,0.294975098326247,0.0285,0.0744621297269122,-4.45205325576585,-1.48145523329242,0.283706857038417
"288","A1H8GIZPZH0858",0,3,4,5,4,3,3,5,5,35,1,-1.22257124181447,-0.952999600457794,-0.240944727359016,-0.913470002147316,0.280213164855865,5,3,3,2,2,1,0.0268932221085667,0.294975098326247,0.04075,-2.33192877777957,0.324273681175288,0.584386838034824,0.445861961630637
"289","A1I20G9FII2FN5",1,3,5,5,4,4,4,7,4,27,0,-0.702582913711496,0.159138129059171,-0.240944727359016,-1.46609663031206,-0.199701213263476,6,4,4,3,2,1,1.0853520559397,0.294975098326247,0.011,-0.86102032769954,2.13977762495558,-1.42953697333768,-0.84420098776436
"290","A70OFFKMEMX0O",0,3,6,4,5,2,2,4,8,27,1,-0.702582913711496,-1.50906846521628,0.233147163366815,-0.913470002147316,0.280213164855865,5,4,3,5,4,1,-1.59705118813785,1.21959117661777,0.0285,1.02181955369818,1.25172099206584,-1.07977054457599,1.35858773307216
"291","A1QWT2X8YYIVGZ",1,2,6,5,2,6,5,7,4,25,0,-1.22257124181447,-0.396930735699312,-1.18912850881068,-1.46609663031206,0.280213164855865,5,2,4,5,5,1,0.556122639024133,0.294975098326247,0.006375,-1.23986592144152,1.54336804957967,-2.23699416209044,-1.36426243914472
"293","A1QQMSG3KB5XS8",1,3,4,5,4,3,3,4,5,30,1,0.857382070597413,-0.396930735699312,0.707239054092645,-0.360843373982571,-0.199701213263476,7,3,3,0,0,2,-0.979401274105321,0.860423090014623,0.00425,-1.48325517775104,-2.5904467698588,1.42168618177581,0.00900233789560161
"294","A175PJR0W3LO8I",1,3,1,5,4,2,4,1,7,31,0,-0.702582913711496,1.27127585857614,-1.18912850881068,0.744409882346917,-0.679615591382816,5,5,4,2,2,1,-3.4327991863317,-0.217081169794812,0.0285,1.52887872189953,1.66024603066979,-0.64651717170689,-2.25939281390612
"295","A1ZXM103FWBE75",0,3,5,4,6,2,1,2,1,38,1,1.37737039870038,1.27127585857614,1.18133094481848,-1.46609663031206,-0.679615591382816,5,1,5,1,1,1,1.63270955260512,1.21959117661777,0.0705,-2.9300594067773,-4.30094614496915,1.52746917868275,0.630821148543598
"296","A1YBX7P5PY8LL",0,1,7,6,5,2,2,1,8,33,0,-0.182594585608526,-0.396930735699312,0.707239054092645,-0.360843373982571,-0.199701213263476,5,2,4,3,3,1,-2.97386218678324,0.142086916808333,0.00425,-4.74349384074024,0.265640717557194,0.0760250775872131,-0.255360049108842
"297","A1BIJ2P3RLWE70",1,1,2,5,5,3,1,1,4,23,0,1.37737039870038,-1.50906846521628,0.707239054092645,-0.913470002147316,0.280213164855865,5,3,4,1,1,1,-1.59705118813785,1.21959117661777,0.011,-2.90652101064624,0.224742713441348,1.60989365860997,4.33416216596355
"298","A3M0AX4EVEFIMX",0,3,5,4,5,2,1,1,6,29,1,0.337393742494443,0.715206993817653,1.65542283554431,-0.913470002147316,-0.679615591382816,6,1,4,3,4,2,0.626415056391236,0.860423090014623,0.011,-2.80953996746949,-0.943242376714464,-0.000119238362248093,0.935789299793257
"299","A3BPFKRUE08PAY",1,2,6,6,3,4,3,7,8,32,0,-0.702582913711496,-0.396930735699312,-0.240944727359016,-0.360843373982571,-0.199701213263476,6,3,4,1,1,1,1.0853520559397,-0.629640979965272,0.0285,1.99826137853664,0.353762251821789,-1.89879234997903,-0.0189798822041193
"300","A1OWOQ0V6PL6JG",1,2,7,5,6,2,1,1,5,23,1,0.857382070597413,0.715206993817653,-0.715036618084846,-0.913470002147316,-0.199701213263476,6,2,4,1,1,1,-0.99752935385518,-0.988809066568417,0.01975,-1.61052245408296,-3.38932886319921,-0.279348574015545,0.318553573784096
"304","A35DUEG88GCX5J",1,3,5,5,3,5,2,2,4,32,1,-0.702582913711496,-0.396930735699312,1.65542283554431,1.29703651051166,-1.15952996950216,5,2,4,1,1,1,1.63270955260512,-0.629640979965272,0.175,-5.23844990322266,-2.97751112534833,1.40767278782443,-0.413323407942767
"305","AQUMAYXK7TRAO",2,3,3,5,2,4,4,4,8,29,0,-0.702582913711496,-0.396930735699312,-0.240944727359016,1.29703651051166,-0.199701213263476,5,2,4,5,1,2,0.0971856394756699,-0.988809066568417,0.00175,-1.21304224273266,0.287226972437824,-0.172696944294628,-0.477786371223085
"308","A2BICWCPAW5N7O",0,3,2,5,6,1,1,7,1,58,1,0.337393742494443,1.27127585857614,1.18133094481848,-0.360843373982571,-1.15952996950216,5,2,5,1,1,1,-0.520464274556858,0.294975098326247,0.00425,-4.28151682692307,0.470932937098605,-2.3038256496828,0.730162569291844
"309","A3DZ46U9XRLVBI",1,2,6,4,5,4,1,3,5,35,1,0.857382070597413,1.27127585857614,-0.715036618084846,0.744409882346917,0.760127542975206,5,2,4,2,2,1,1.63270955260512,1.21959117661777,0.00175,-3.16683727797886,-2.34130914340089,0.687528508945606,-0.322454840390786
"310","A3HNEYFOIJWPH1",0,3,6,2,1,5,5,1,5,31,0,-0.182594585608526,1.27127585857614,-0.240944727359016,0.191783254182173,-0.199701213263476,6,3,3,1,1,1,-0.99752935385518,0.860423090014623,0.0285,-1.77264035052201,-1.72699115421148,2.15572433945502,1.39347842592513
"311","A1O67YS3DU0ZHX",2,3,1,2,3,2,4,7,2,31,1,0.337393742494443,0.715206993817653,-0.240944727359016,0.191783254182173,1.71995629921389,6,3,3,0,0,1,0.574250718773991,-0.629640979965272,0.011,2.46709154992746,4.19636463837672,2.72489049207344,-0.0347878967735973
"312","A100VV1V2XDQI7",0,2,7,4,4,4,4,7,2,41,1,-1.22257124181447,-0.396930735699312,1.18133094481848,1.29703651051166,-1.6394443476215,5,5,3,2,1,1,-0.520464274556858,1.21959117661777,0.0705,-1.34222668906841,2.7064313031284,2.19110176172342,-0.34050998923211
"313","A378E14BT458LA",1,1,3,4,3,5,2,4,5,49,1,-1.74255956991744,0.715206993817653,0.707239054092645,-0.913470002147316,-0.679615591382816,6,3,4,1,1,1,1.0853520559397,-0.629640979965272,0.0705,2.61328703430076,1.14302856690492,1.6561321139486,0.789488630959162
"314","A3DZ3K8E6VKALC",1,3,2,5,3,5,2,4,4,31,1,0.857382070597413,0.159138129059171,-1.18912850881068,-0.913470002147316,0.280213164855865,4,1,5,1,2,1,1.63270955260512,0.294975098326247,0.175,-1.76533017903151,-2.90732889578737,-0.766379405236263,-1.29014231386027
"316","A3QB0Z9AN62HFH",0,1,6,5,5,3,3,6,5,26,0,1.37737039870038,1.27127585857614,2.12951472627014,0.744409882346917,-1.6394443476215,6,3,5,3,2,2,1.10348013568956,1.21959117661777,0.0705,-6.15081181425136,1.26073519443441,-1.11667322822022,0.180620916535353
"317","A4PFM9Z80RXUY",0,3,4,4,6,1,1,1,3,23,1,1.37737039870038,1.27127585857614,0.707239054092645,0.744409882346917,-0.199701213263476,4,1,3,4,0,1,-0.520464274556858,1.21959117661777,0.00175,-3.45361357775604,-4.10508390572117,0.33283860599433,-1.0116174643265
"318","A2J6T9ELNZ97JH",0,3,5,4,4,2,2,1,3,65,0,-1.22257124181447,-0.396930735699312,-0.240944727359016,-0.913470002147316,-0.679615591382816,5,3,4,0,0,1,1.63270955260512,1.21959117661777,0.011,4.2881120818906,-2.66440023178056,0.697324777369675,-0.922492887494518
"319","A2BB89TZDLXMEX",1,2,4,5,5,2,1,1,8,45,0,-0.182594585608526,0.159138129059171,-0.240944727359016,-0.913470002147316,-0.199701213263476,5,2,3,2,2,1,0.574250718773991,0.294975098326247,0.011,7.09964306541385,-0.175448056596365,-0.259071759165456,-1.93952272415082
"320","A3A5YU8LCG9FGU",0,1,6,6,1,6,6,7,9,70,1,-0.182594585608526,0.715206993817653,-1.66322039953651,0.744409882346917,-0.199701213263476,6,5,5,5,5,1,1.10348013568956,-0.629640979965272,0.0285,0.3228017773438,1.80630509329735,-3.17656782938699,0.02749174024002
"321","A9UWUECMHEKS4",2,3,3,6,4,4,2,1,10,32,0,-0.702582913711496,-0.952999600457794,-0.715036618084846,-0.360843373982571,-0.199701213263476,4,4,3,1,0,2,0.0268932221085667,0.294975098326247,0.00175,4.73115194841468,-1.09347044322638,-1.12650109455568,-2.2866938938697
"322","A2H4HYDU6FFAMQ",0,2,3,5,4,3,2,1,5,33,0,0.337393742494443,-1.50906846521628,-0.240944727359016,-0.360843373982571,0.280213164855865,4,3,2,1,5,1,-1.43833827365378,-1.34797715317156,0.0705,4.24321581403593,0.677808347014897,0.503149646958446,0.750742708733886
"323","A1TSQAVDYVHXW0",2,3,4,2,4,4,1,1,5,31,0,-0.702582913711496,0.715206993817653,0.233147163366815,0.744409882346917,-1.6394443476215,7,2,5,3,1,1,-1.91540335295211,0.142086916808333,0.00022,2.14319496114596,-0.663765997471907,2.70291998803367,1.14886838067866
"324","AD9GVEG7LLC6S",1,3,5,5,6,2,1,5,4,38,1,-0.702582913711496,0.159138129059171,0.233147163366815,-0.360843373982571,-1.15952996950216,5,2,4,1,1,1,1.10348013568956,1.21959117661777,0.00175,-6.688855627309,0.0797549992552582,-0.420016241751482,-0.0876543256508179
"325","AVHZJ2HQJG3NB",1,4,5,5,4,5,5,7,10,38,0,-0.182594585608526,-0.396930735699312,-0.240944727359016,0.744409882346917,-0.199701213263476,5,2,3,1,1,1,0.0971856394756699,-0.0641929882768975,0.0285,2.54678445259663,3.41967921571492,0.222287919121177,-1.72321109314981
"326","A14RBZNYHZ3CDU",0,4,6,2,6,1,1,2,5,27,1,0.337393742494443,0.715206993817653,-1.18912850881068,0.191783254182173,2.19987067733323,5,3,4,5,5,1,1.0853520559397,0.294975098326247,0.011,6.28866015585018,1.02523370480755,3.95974056930797,-0.172448215684077
"327","A1F0ZW0HO2G1IY",0,3,1,3,4,4,2,3,7,39,0,-0.182594585608526,-0.396930735699312,0.233147163366815,0.744409882346917,-1.6394443476215,5,4,4,1,1,1,0.556122639024133,0.294975098326247,0.011,0.404649336616836,0.896611668047519,0.541472833435747,1.06770969285084
"328","A22L4CUSXSK47B",2,4,6,5,2,5,3,1,4,24,1,-0.182594585608526,-0.396930735699312,-0.240944727359016,0.191783254182173,-0.199701213263476,6,1,4,2,0,1,0.556122639024133,1.21959117661777,0.006375,3.46796312114033,1.68512861323226,1.08379908951618,0.96318671590432
"329","AKIFH1YJXBQUK",1,3,7,6,5,3,2,7,6,54,1,0.857382070597413,1.27127585857614,-0.240944727359016,1.84966313867641,0.760127542975206,7,2,4,1,0,1,1.63270955260512,0.294975098326247,0.2125,-7.03127404012745,1.41159705366654,0.505502115472016,-1.5598917191557
"330","AMBZSN052S82F",0,3,6,2,4,5,5,7,6,53,1,-0.702582913711496,1.27127585857614,0.233147163366815,0.191783254182173,0.280213164855865,6,2,4,6,5,1,-1.43833827365378,-0.423361074880042,0.00425,-4.16106435355836,1.01968317292027,-0.681024282202735,0.23254203085444
"331","ANQG22MEKC96H",0,2,6,3,4,4,4,5,5,37,1,-0.182594585608526,1.27127585857614,0.233147163366815,-0.913470002147316,0.280213164855865,5,3,4,8,5,2,0.644543136141094,-0.988809066568417,0.0705,-1.0574549172156,1.05566849026418,-0.219029816309993,0.867595360980166
"332","A24F1UPER626KR",1,2,7,4,5,2,1,1,4,39,0,0.857382070597413,-0.396930735699312,0.707239054092645,-0.913470002147316,1.71995629921389,3,1,3,2,5,2,-2.90356976941613,-2.06631332637785,0.0285,1.80684800883843,-3.19426157918423,4.13474172899468,-0.290566653004682
"333","A2ZTO4JZOB0QFL",2,3,5,4,4,4,3,1,2,24,0,-0.182594585608526,-0.952999600457794,1.18133094481848,0.191783254182173,-0.199701213263476,5,2,4,3,2,2,-1.52675877077075,-0.0641929882768975,0.0285,-2.67286577036231,-2.48728638455933,0.55581158227228,1.11986158412559
"334","ALEJV7D94ZLHF",0,3,5,5,4,3,3,2,3,25,0,-0.182594585608526,-2.62120619473324,-0.240944727359016,-0.360843373982571,0.760127542975206,5,4,4,1,1,1,-2.44463276986767,0.142086916808333,0.011,2.61952593121516,2.16553224001523,1.12595509336537,0.0559923254643574
